eid,bid,ans
20130702_135704,424,05
20130702_135704,30116,10
20130702_135704,10441,10
20130702_135704,15974,20
20130702_135704,68885,10
20130702_135652,17615,10
20130702_135704,16772,20
20130702_135704,31112,10
20130702_135704,14141,20
20130702_135704,29171,05
20130702_135652,18350,20
20130702_135704,14661,20
20130702_135704,2142,20
20130702_135652,12173,05
20130702_135652,9208,10
20130702_135704,396,05
20130702_135652,9519,20
20130702_135652,2946,30
20130702_135652,18302,10
20130702_135704,80669,20
20130702_135652,12866,20
20130702_135704,25228,20
20130702_135652,8403,20
20130702_135652,14947,05
20130702_135652,16892,20
20130702_135652,2969,30
20130702_135704,6444,10
20130702_135652,14959,05
20130702_135652,12432,10
20130702_135652,14534,10
20130702_135652,15405,20
20130702_135704,7643,20
20130702_135652,12702,10
20130702_135652,1556,20
20130702_135652,13982,20
20130702_135704,7566,10
20130702_135652,17766,10
20130702_135652,13761,20
20130702_135652,1845,10
20130702_135652,13309,05
20130702_135704,44105,15
20130702_135704,53543,20
20130702_135652,15656,20
20130702_135652,15052,30
20130702_135704,47407,20
20130702_135704,70050,20
20130702_135652,7766,20
20130702_135652,16362,20
20130702_135652,7133,20
20130702_135704,17064,20
20130702_135704,85993,20
20130702_135704,30764,10
20130702_135704,14882,20
20130702_135652,4670,20
20130702_135652,7876,20
20130702_135652,9178,20
20130702_135652,4580,20
20130702_135652,9478,20
20130702_135704,39405,10
20130702_135704,34004,10
20130702_135652,8111,30
20130702_135704,8337,20
20130702_135652,9474,20
20130702_135652,18237,10
20130702_135652,18314,20
20130702_135652,16384,20
20130702_135704,15576,20
20130702_135652,12450,10
20130702_135652,17973,10
20130702_135704,20071,05
20130702_135704,80048,10
20130702_135652,13001,30
20130702_135652,14770,15
20130702_135704,11212,20
20130702_135704,59058,20
20130702_135652,5480,20
20130702_135704,57026,20
20130702_135652,18270,10
20130702_135704,25402,20
20130702_135652,16176,20
20130702_135704,14185,20
20130702_135652,16436,20
20130702_135704,7100,10
20130702_135704,80997,20
20130702_135652,836,10
20130702_135704,47797,20
20130702_135652,15131,20
20130702_135704,49033,10
20130702_135704,29193,05
20130702_135704,3924,10
20130702_135652,11847,20
20130702_135652,1952,10
20130702_135652,11623,20
20130702_135652,10192,20
20130702_135652,9800,10
20130702_135652,590,20
20130702_135704,10406,10
20130702_135652,4302,20
20130702_135652,3032,30
20130702_135704,8113,10
20130702_135704,27283,20
20130702_135652,14880,05
20130702_135652,8082,20
20130702_135652,305,20
20130702_135704,16892,20
20130702_135652,14539,20
20130702_135652,18178,10
20130702_135704,2292,10
20130702_135652,7544,20
20130702_135704,27851,20
20130702_135652,10521,10
20130702_135652,912,10
20130702_135704,30549,20
20130702_135704,23666,10
20130702_135652,1671,20
20130702_135652,9718,20
20130702_135704,47968,05
20130702_135652,4428,20
20130702_135704,12223,20
20130702_135652,11850,20
20130702_135652,16192,20
20130702_135652,10418,30
20130702_135652,8345,20
20130702_135704,1306,20
20130702_135704,53155,20
20130702_135652,13020,30
20130702_135704,30768,10
20130702_135704,47600,20
20130702_135652,7392,20
20130702_135652,17948,20
20130702_135704,33030,20
20130702_135652,16503,20
20130702_135652,7961,20
20130702_135704,24645,15
20130702_135652,1831,30
20130702_135652,11426,05
20130702_135652,14644,20
20130702_135652,14402,20
20130702_135704,29444,10
20130702_135652,2942,30
20130702_135704,29178,05
20130702_135652,13422,05
20130702_135704,3905,10
20130702_135652,4037,20
20130702_135652,11172,20
20130702_135652,16896,20
20130702_135652,17621,10
20130702_135652,13607,20
20130702_135652,14489,10
20130702_135704,24670,15
20130702_135652,14794,05
20130702_135652,16730,20
20130702_135652,5550,30
20130702_135652,1516,20
20130702_135652,8711,20
20130702_135652,13952,20
20130702_135704,15935,20
20130702_135704,44541,20
20130702_135704,13257,20
20130702_135652,525,20
20130702_135652,17915,10
20130702_135652,14700,20
20130702_135704,6312,10
20130702_135704,31343,20
20130702_135652,10884,10
20130702_135704,27175,20
20130702_135652,10007,20
20130702_135704,7144,10
20130702_135652,9487,20
20130702_135704,2327,10
20130702_135652,10697,20
20130702_135652,8823,20
20130702_135704,16206,20
20130702_135652,11829,20
20130702_135704,18935,20
20130702_135704,15176,20
20130702_135652,13244,05
20130702_135652,968,10
20130702_135704,6131,10
20130702_135704,8828,20
20130702_135652,17277,10
20130702_135704,15345,20
20130702_135704,16815,20
20130702_135652,7111,20
20130702_135652,7806,20
20130702_135704,4992,20
20130702_135652,7683,20
20130702_135704,3463,20
20130702_135652,17062,20
20130702_135704,16534,20
20130702_135704,58333,20
20130702_135704,49052,10
20130702_135652,14542,20
20130702_135704,1408,10
20130702_135652,16873,20
20130702_135652,14752,10
20130702_135704,20018,05
20130702_135704,50326,10
20130702_135652,4213,20
20130702_135652,13787,20
20130702_135652,1837,10
20130702_135652,12965,20
20130702_135652,18308,10
20130702_135652,11336,20
20130702_135704,36339,20
20130702_135652,15163,05
20130702_135704,16470,20
20130702_135704,79125,20
20130702_135652,9752,20
20130702_135704,58351,20
20130702_135704,15081,20
20130702_135704,1673,05
20130702_135652,17180,20
20130702_135652,3513,10
20130702_135652,2984,30
20130702_135652,10796,20
20130702_135652,11376,20
20130702_135652,1014,20
20130702_135652,17688,05
20130702_135652,18003,10
20130702_135704,17058,20
20130702_135652,12435,10
20130702_135652,17591,10
20130702_135704,36073,20
20130702_135704,24676,15
20130702_135704,316,10
20130702_135704,11362,20
20130702_135704,14164,20
20130702_135652,17874,10
20130702_135652,14246,20
20130702_135704,17598,20
20130702_135652,12660,10
20130702_135704,410,05
20130702_135652,6769,20
20130702_135652,11657,20
20130702_135652,1765,35
20130702_135652,16397,20
20130702_135704,27119,20
20130702_135704,523,10
20130702_135704,38016,10
20130702_135704,4467,20
20130702_135652,17882,10
20130702_135704,44498,20
20130702_135704,13070,20
20130702_135652,7278,10
20130702_135652,1645,20
20130702_135704,6286,10
20130702_135704,8542,20
20130702_135652,1010,20
20130702_135704,14640,20
20130702_135652,7700,20
20130702_135704,76527,20
20130702_135652,5531,30
20130702_135652,3964,20
20130702_135652,7688,20
20130702_135652,17988,10
20130702_135652,17843,10
20130702_135704,2588,20
20130702_135652,15399,20
20130702_135704,69585,10
20130702_135704,46720,20
20130702_135704,8387,20
20130702_135652,11131,20
20130702_135652,15509,20
20130702_135652,2588,10
20130702_135652,17335,20
20130702_135704,29452,20
20130702_135704,20142,05
20130702_135704,87137,30
20130702_135652,251,10
20130702_135652,8868,20
20130702_135652,16838,20
20130702_135652,14659,10
20130702_135652,15638,20
20130702_135652,4298,20
20130702_135652,17347,20
20130702_135704,27122,20
20130702_135652,12863,20
20130702_135652,2763,20
20130702_135652,9991,20
20130702_135704,16307,20
20130702_135652,3562,10
20130702_135652,10028,20
20130702_135704,83702,20
20130702_135704,17561,20
20130702_135652,4568,20
20130702_135652,11114,10
20130702_135652,18522,10
20130702_135652,13673,10
20130702_135652,48,10
20130702_135704,14601,30
20130702_135704,27265,20
20130702_135652,2332,10
20130702_135652,10425,10
20130702_135704,13048,20
20130702_135704,28779,20
20130702_135704,80970,20
20130702_135652,8279,20
20130702_135704,40776,10
20130702_135704,4982,20
20130702_135704,2179,20
20130702_135652,11086,10
20130702_135652,14619,20
20130702_135652,17150,30
20130702_135652,10842,10
20130702_135652,2519,10
20130702_135704,50341,10
20130702_135652,8207,10
20130702_135652,57,10
20130702_135704,4533,20
20130702_135652,2833,30
20130702_135652,18321,20
20130702_135652,17248,20
20130702_135652,12959,20
20130702_135704,2346,10
20130702_135652,3907,20
20130702_135652,18090,20
20130702_135704,82959,20
20130702_135652,12505,10
20130702_135652,13770,20
20130702_135652,977,10
20130702_135652,7516,20
20130702_135704,50597,20
20130702_135704,16383,20
20130702_135704,27858,20
20130702_135652,6418,20
20130702_135652,7282,10
20130702_135652,8855,20
20130702_135704,29280,05
20130702_135652,10865,10
20130702_135704,15757,20
20130702_135652,2319,10
20130702_135652,7867,20
20130702_135652,3027,30
20130702_135704,46905,20
20130702_135652,407,20
20130702_135704,194,05
20130702_135652,17530,20
20130702_135652,14944,05
20130702_135652,3585,10
20130702_135704,35389,20
20130702_135704,43616,10
20130702_135652,10727,20
20130702_135652,8967,20
20130702_135652,1153,20
20130702_135652,18255,10
20130702_135652,10914,10
20130702_135704,13306,20
20130702_135652,14647,20
20130702_135704,10414,10
20130702_135652,14859,05
20130702_135652,9391,20
20130702_135652,15660,20
20130702_135704,15931,20
20130702_135704,4709,20
20130702_135704,69666,10
20130702_135704,14173,20
20130702_135652,12335,10
20130702_135704,16800,20
20130702_135652,10691,20
20130702_135704,28761,20
20130702_135652,14330,20
20130702_135704,59299,20
20130702_135652,18290,10
20130702_135652,15875,20
20130702_135704,27804,20
20130702_135704,76471,20
20130702_135652,15170,30
20130702_135704,4212,20
20130702_135652,16213,20
20130702_135704,15112,20
20130702_135652,4058,20
20130702_135652,13910,20
20130702_135652,435,20
20130702_135704,59324,20
20130702_135652,9565,20
20130702_135652,14388,20
20130702_135704,35282,20
20130702_135652,17473,10
20130702_135652,17435,20
20130702_135704,43949,15
20130702_135652,14486,10
20130702_135652,16342,20
20130702_135652,13574,20
20130702_135652,12042,20
20130702_135652,13470,05
20130702_135652,1917,20
20130702_135704,16788,20
20130702_135652,2535,10
20130702_135652,13386,05
20130702_135652,15734,20
20130702_135704,20050,05
20130702_135652,4993,20
20130702_135652,11108,10
20130702_135652,11240,10
20130702_135652,15669,20
20130702_135704,4418,10
20130702_135652,12065,10
20130702_135652,2581,10
20130702_135704,26862,20
20130702_135652,15612,20
20130702_135704,75973,20
20130702_135652,7442,20
20130702_135704,2603,20
20130702_135652,8945,20
20130702_135652,11253,10
20130702_135652,8697,20
20130702_135704,16959,20
20130702_135652,3849,20
20130702_135652,14473,10
20130702_135652,478,10
20130702_135704,27799,20
20130702_135652,17769,10
20130702_135652,15086,30
20130702_135652,18389,10
20130702_135652,8289,20
20130702_135652,13404,05
20130702_135704,8355,20
20130702_135652,17187,20
20130702_135652,17599,10
20130702_135652,12644,20
20130702_135704,8187,10
20130702_135652,13925,20
20130702_135652,782,20
20130702_135652,17163,30
20130702_135704,1587,10
20130702_135652,1842,10
20130702_135652,10999,20
20130702_135652,14303,20
20130702_135652,13410,05
20130702_135652,4240,20
20130702_135704,77519,10
20130702_135652,13210,05
20130702_135652,2310,10
20130702_135704,54927,20
20130702_135652,11832,20
20130702_135704,15173,20
20130702_135652,11332,20
20130702_135704,20148,05
20130702_135652,3616,10
20130702_135652,13664,10
20130702_135652,6095,20
20130702_135652,9651,10
20130702_135652,7677,20
20130702_135652,3835,20
20130702_135652,17720,10
20130702_135704,4197,20
20130702_135704,14679,20
20130702_135704,12750,20
20130702_135652,4685,20
20130702_135652,18258,10
20130702_135652,10220,10
20130702_135652,8851,20
20130702_135652,3613,10
20130702_135652,13921,20
20130702_135652,14178,10
20130702_135652,12530,10
20130702_135704,17419,20
20130702_135652,2465,20
20130702_135652,11285,10
20130702_135704,3873,10
20130702_135652,7378,20
20130702_135704,3254,20
20130702_135652,4265,20
20130702_135652,11465,20
20130702_135652,12039,20
20130702_135704,6716,20
20130702_135704,4495,20
20130702_135652,7050,20
20130702_135652,11379,20
20130702_135652,8059,20
20130702_135704,14835,30
20130702_135652,16087,20
20130702_135704,36349,20
20130702_135652,3902,20
20130702_135652,7274,10
20130702_135652,18379,20
20130702_135704,4509,20
20130702_135652,13946,20
20130702_135652,1836,30
20130702_135652,3331,20
20130702_135704,29438,20
20130702_135704,50407,10
20130702_135652,9490,20
20130702_135704,32941,20
20130702_135652,3845,20
20130702_135652,3494,10
20130702_135652,18158,10
20130702_135704,77534,10
20130702_135704,16812,20
20130702_135704,430,15
20130702_135652,11820,20
20130702_135652,4506,20
20130702_135652,10635,10
20130702_135652,18143,20
20130702_135704,79482,10
20130702_135704,30780,10
20130702_135704,8512,20
20130702_135652,17103,20
20130702_135704,6531,10
20130702_135652,9789,20
20130702_135652,3343,10
20130702_135704,17622,20
20130702_135704,10400,10
20130702_135652,16368,20
20130702_135652,2870,10
20130702_135652,9845,20
20130702_135704,457,20
20130702_135652,8256,20
20130702_135704,7525,20
20130702_135704,11160,20
20130702_135704,53178,20
20130702_135652,12646,10
20130702_135704,58070,20
20130702_135652,2572,10
20130702_135704,17143,20
20130702_135704,16554,20
20130702_135704,594,10
20130702_135652,980,10
20130702_135652,14347,20
20130702_135704,6165,10
20130702_135652,12164,05
20130702_135704,26882,20
20130702_135704,78559,10
20130702_135652,7927,20
20130702_135652,13073,20
20130702_135652,2927,30
20130702_135704,1415,10
20130702_135704,4411,10
20130702_135652,13734,10
20130702_135704,15556,20
20130702_135652,16098,20
20130702_135704,12635,20
20130702_135652,17951,10
20130702_135704,22654,20
20130702_135652,15099,15
20130702_135704,581,10
20130702_135704,49116,10
20130702_135652,13000,20
20130702_135652,10847,10
20130702_135652,16949,10
20130702_135652,17800,10
20130702_135704,82700,20
20130702_135704,44487,20
20130702_135652,18329,10
20130702_135652,8985,10
20130702_135704,462,20
20130702_135704,12988,20
20130702_135704,22107,20
20130702_135652,11617,20
20130702_135652,9580,20
20130702_135652,6306,20
20130702_135652,8499,20
20130702_135652,8178,10
20130702_135704,27073,20
20130702_135652,17726,10
20130702_135652,4030,20
20130702_135704,87825,20
20130702_135704,18929,20
20130702_135652,16946,10
20130702_135652,17925,10
20130702_135652,9350,20
20130702_135652,16391,20
20130702_135652,9347,20
20130702_135652,4403,20
20130702_135652,10439,10
20130702_135652,15115,15
20130702_135652,8200,10
20130702_135652,4574,20
20130702_135652,11098,10
20130702_135652,6804,20
20130702_135704,20097,05
20130702_135704,1149,20
20130702_135652,11307,10
20130702_135704,84396,20
20130702_135652,2596,10
20130702_135652,17604,10
20130702_135704,15686,20
20130702_135652,4855,20
20130702_135704,48520,10
20130702_135652,9948,20
20130702_135704,70296,20
20130702_135652,8216,10
20130702_135704,11359,20
20130702_135652,12808,20
20130702_135652,2600,20
20130702_135652,6064,20
20130702_135704,4703,20
20130702_135652,13196,05
20130702_135652,10877,10
20130702_135704,5202,20
20130702_135652,8100,20
20130702_135652,17437,20
20130702_135704,44367,20
20130702_135652,14983,05
20130702_135704,82412,20
20130702_135652,15512,20
20130702_135652,14993,05
20130702_135704,8119,10
20130702_135704,80777,20
20130702_135652,17556,20
20130702_135652,3327,10
20130702_135652,9435,20
20130702_135704,38027,10
20130702_135704,18263,20
20130702_135652,4966,20
20130702_135704,14645,20
20130702_135652,12356,10
20130702_135704,16163,20
20130702_135652,10608,10
20130702_135652,16232,20
20130702_135704,6933,10
20130702_135652,10887,10
20130702_135652,2488,20
20130702_135704,23505,20
20130702_135652,10850,10
20130702_135704,20044,05
20130702_135704,11220,20
20130702_135652,9187,20
20130702_135652,10475,10
20130702_135652,4595,20
20130702_135704,77601,10
20130702_135704,17401,20
20130702_135652,13373,05
20130702_135704,16634,20
20130702_135652,12045,15
20130702_135652,17136,30
20130702_135652,18021,10
20130702_135652,2869,30
20130702_135652,4047,20
20130702_135652,2914,30
20130702_135652,15436,20
20130702_135652,3981,20
20130702_135704,7972,20
20130702_135652,11257,10
20130702_135704,5747,20
20130702_135652,14977,10
20130702_135652,5235,20
20130702_135704,13251,20
20130702_135652,18104,20
20130702_135652,3985,20
20130702_135652,10808,20
20130702_135652,14736,20
20130702_135652,3578,10
20130702_135652,4062,20
20130702_135652,10861,10
20130702_135652,6326,20
20130702_135704,48051,05
20130702_135704,6337,10
20130702_135652,9686,20
20130702_135704,12753,20
20130702_135652,14395,20
20130702_135652,2082,10
20130702_135652,15622,20
20130702_135652,17816,10
20130702_135652,17689,10
20130702_135652,13749,10
20130702_135652,9450,20
20130702_135652,8911,20
20130702_135652,10468,10
20130702_135652,8311,20
20130702_135652,2281,10
20130702_135704,20621,05
20130702_135704,957,10
20130702_135704,465,10
20130702_135704,8265,20
20130702_135652,18252,10
20130702_135652,7650,20
20130702_135652,5493,20
20130702_135652,5494,20
20130702_135652,9265,10
20130702_135704,14652,20
20130702_135704,8373,20
20130702_135704,78706,10
20130702_135652,10074,20
20130702_135652,2290,10
20130702_135704,8262,20
20130702_135704,71046,20
20130702_135652,8077,20
20130702_135652,16618,30
20130702_135652,13217,05
20130702_135652,16955,10
20130702_135704,84292,20
20130702_135652,11447,20
20130702_135704,8242,20
20130702_135704,2388,10
20130702_135652,9704,20
20130702_135652,16590,30
20130702_135704,6708,20
20130702_135652,13056,20
20130702_135652,17939,10
20130702_135652,16306,30
20130702_135652,14219,20
20130702_135652,14672,10
20130702_135652,16821,20
20130702_135652,18402,10
20130702_135704,20145,05
20130702_135652,15559,20
20130702_135704,47980,05
20130702_135652,14855,05
20130702_135652,15521,20
20130702_135652,13455,05
20130702_135652,17668,20
20130702_135652,12283,05
20130702_135704,63715,05
20130702_135652,11270,10
20130702_135652,17140,30
20130702_135704,2692,20
20130702_135704,421,05
20130702_135652,8333,20
20130702_135652,4589,20
20130702_135704,660,10
20130702_135704,87633,20
20130702_135652,10407,10
20130702_135652,9854,20
20130702_135652,5398,20
20130702_135652,16298,20
20130702_135652,1577,20
20130702_135704,13947,20
20130702_135652,17496,10
20130702_135652,2826,30
20130702_135652,16487,20
20130702_135704,2040,20
20130702_135704,8548,20
20130702_135652,18449,10
20130702_135652,3340,10
20130702_135652,9957,20
20130702_135652,11160,20
20130702_135652,15219,20
20130702_135704,16319,20
20130702_135652,9954,20
20130702_135652,12774,20
20130702_135704,5712,20
20130702_135652,2972,30
20130702_135652,742,10
20130702_135704,40818,10
20130702_135652,16406,20
20130702_135704,15103,20
20130702_135704,101,05
20130702_135652,14929,05
20130702_135704,17531,20
20130702_135704,2295,10
20130702_135704,40624,10
20130702_135652,5612,20
20130702_135652,995,30
20130702_135704,43236,20
20130702_135652,12566,10
20130702_135652,14950,05
20130702_135652,16462,20
20130702_135652,16595,30
20130702_135704,74354,20
20130702_135652,12521,10
20130702_135652,4019,20
20130702_135704,47326,20
20130702_135704,14022,20
20130702_135652,2007,10
20130702_135652,17891,10
20130702_135652,17967,10
20130702_135704,15367,20
20130702_135652,4709,20
20130702_135704,58357,20
20130702_135652,16650,20
20130702_135704,16019,20
20130702_135652,13863,20
20130702_135652,3678,30
20130702_135652,12487,10
20130702_135704,12373,20
20130702_135704,16040,20
20130702_135652,12618,10
20130702_135652,15335,10
20130702_135652,16484,20
20130702_135704,6110,10
20130702_135704,32269,05
20130702_135704,69502,10
20130702_135652,11089,10
20130702_135652,18439,10
20130702_135652,4066,20
20130702_135704,47804,20
20130702_135652,190,05
20130702_135652,3442,30
20130702_135704,18953,20
20130702_135652,11367,20
20130702_135652,10253,20
20130702_135652,12421,10
20130702_135652,16745,20
20130702_135652,10075,20
20130702_135652,10524,10
20130702_135704,46827,20
20130702_135704,50369,10
20130702_135652,12524,10
20130702_135704,82936,20
20130702_135652,15725,20
20130702_135652,17344,20
20130702_135704,1436,10
20130702_135704,15122,20
20130702_135704,3843,10
20130702_135652,15250,20
20130702_135704,26777,20
20130702_135652,17945,10
20130702_135704,69483,10
20130702_135652,10953,10
20130702_135704,4700,20
20130702_135704,15710,20
20130702_135652,6075,20
20130702_135652,16259,20
20130702_135652,8754,20
20130702_135652,9897,20
20130702_135652,16493,20
20130702_135652,12962,20
20130702_135652,10472,10
20130702_135652,12758,20
20130702_135704,48022,05
20130702_135652,9440,20
20130702_135652,10378,30
20130702_135704,30894,10
20130702_135652,2356,10
20130702_135652,2197,20
20130702_135704,43221,20
20130702_135704,35158,20
20130702_135704,59317,20
20130702_135652,17750,10
20130702_135652,16976,10
20130702_135652,7658,20
20130702_135652,14730,10
20130702_135652,18107,20
20130702_135704,47539,20
20130702_135704,16056,20
20130702_135652,12484,10
20130702_135652,14320,20
20130702_135652,8764,20
20130702_135704,27826,20
20130702_135704,39197,10
20130702_135704,44615,20
20130702_135652,1913,20
20130702_135652,16281,20
20130702_135704,7534,20
20130702_135652,3895,20
20130702_135704,74402,20
20130702_135652,16546,30
20130702_135704,31089,10
20130702_135652,161,20
20130702_135704,8234,20
20130702_135704,45297,30
20130702_135652,10643,10
20130702_135704,74481,20
20130702_135652,18347,20
20130702_135652,2538,10
20130702_135704,26758,20
20130702_135704,60010,20
20130702_135652,16927,10
20130702_135704,2477,10
20130702_135652,15197,30
20130702_135652,5255,20
20130702_135652,16973,10
20130702_135704,7133,10
20130702_135704,17564,20
20130702_135704,26712,20
20130702_135704,13323,20
20130702_135652,11841,20
20130702_135652,15021,15
20130702_135652,13955,20
20130702_135652,14739,20
20130702_135704,15465,20
20130702_135652,11412,20
20130702_135704,15955,20
20130702_135704,16763,20
20130702_135652,1553,20
20130702_135704,43242,20
20130702_135652,8758,20
20130702_135652,16411,20
20130702_135652,16417,20
20130702_135652,4691,20
20130702_135652,10374,10
20130702_135652,9894,20
20130702_135704,7860,20
20130702_135704,17405,20
20130702_135652,3399,20
20130702_135652,14175,10
20130702_135704,1223,20
20130702_135652,13918,20
20130702_135704,5199,20
20130702_135652,13849,20
20130702_135704,18457,20
20130702_135652,11166,10
20130702_135652,9857,20
20130702_135704,35038,20
20130702_135704,57991,20
20130702_135704,43095,20
20130702_135652,7718,10
20130702_135652,17738,10
20130702_135704,63702,05
20130702_135652,16270,20
20130702_135704,15232,20
20130702_135704,6908,10
20130702_135652,2883,30
20130702_135704,16432,20
20130702_135652,16888,20
20130702_135652,4252,20
20130702_135652,17426,20
20130702_135704,16542,20
20130702_135704,7759,20
20130702_135652,1998,10
20130702_135652,1469,20
20130702_135652,12908,20
20130702_135704,48647,20
20130702_135652,10011,20
20130702_135704,6084,10
20130702_135652,4446,20
20130702_135704,22113,20
20130702_135652,12834,20
20130702_135652,16662,20
20130702_135652,15138,30
20130702_135652,17176,30
20130702_135652,11391,20
20130702_135704,4202,20
20130702_135652,16325,20
20130702_135704,80913,20
20130702_135652,12596,10
20130702_135652,17183,20
20130702_135704,22221,20
20130702_135652,13517,20
20130702_135652,13260,05
20130702_135652,6754,20
20130702_135652,14980,10
20130702_135652,18240,10
20130702_135704,578,10
20130702_135704,87128,30
20130702_135652,11660,20
20130702_135652,15711,20
20130702_135652,16377,20
20130702_135704,35316,20
20130702_135652,1936,10
20130702_135652,3889,10
20130702_135704,84245,20
20130702_135652,7094,20
20130702_135652,13679,10
20130702_135704,4526,10
20130702_135652,17443,20
20130702_135704,81752,05
20130702_135652,12332,10
20130702_135652,18335,20
20130702_135652,13177,05
20130702_135704,26891,20
20130702_135704,46891,20
20130702_135652,13483,05
20130702_135652,18266,10
20130702_135704,23676,10
20130702_135704,16519,20
20130702_135652,81,10
20130702_135652,14153,10
20130702_135652,6787,20
20130702_135652,8893,20
20130702_135652,14232,20
20130702_135652,15423,20
20130702_135652,17553,20
20130702_135704,15820,20
20130702_135652,3012,30
20130702_135652,800,10
20130702_135652,14324,20
20130702_135652,16531,20
20130702_135652,17418,20
20130702_135704,30774,10
20130702_135652,17208,30
20130702_135652,18497,10
20130702_135652,13815,20
20130702_135704,14676,20
20130702_135652,18026,10
20130702_135704,20585,05
20130702_135704,11149,20
20130702_135704,44047,20
20130702_135652,14525,10
20130702_135652,17895,10
20130702_135652,18196,10
20130702_135704,17572,20
20130702_135652,10504,10
20130702_135704,5709,20
20130702_135652,16665,20
20130702_135652,11351,20
20130702_135704,7556,10
20130702_135652,14705,10
20130702_135652,18060,20
20130702_135652,17544,10
20130702_135652,3439,30
20130702_135704,2134,20
20130702_135652,149,25
20130702_135652,8228,10
20130702_135704,53713,20
20130702_135652,43,10
20130702_135704,44412,20
20130702_135652,13558,20
20130702_135652,4667,20
20130702_135704,14682,20
20130702_135652,17376,20
20130702_135704,35354,20
20130702_135652,2163,10
20130702_135652,11932,10
20130702_135652,14742,20
20130702_135652,2067,20
20130702_135704,46726,20
20130702_135652,13428,05
20130702_135704,571,10
20130702_135652,9694,20
20130702_135652,8586,20
20130702_135652,11267,10
20130702_135652,18120,20
20130702_135652,14519,10
20130702_135652,5331,20
20130702_135652,13790,20
20130702_135652,7860,20
20130702_135704,14949,30
20130702_135652,6794,20
20130702_135704,18463,20
20130702_135704,2118,20
20130702_135652,9283,20
20130702_135704,58599,20
20130702_135652,15420,20
20130702_135704,8573,20
20130702_135652,5433,20
20130702_135652,9293,20
20130702_135704,47374,20
20130702_135704,14658,20
20130702_135652,5404,30
20130702_135652,13252,05
20130702_135652,10417,10
20130702_135652,16295,20
20130702_135652,7266,10
20130702_135652,12873,20
20130702_135704,8983,20
20130702_135652,18084,20
20130702_135652,16534,20
20130702_135652,13452,05
20130702_135652,9370,30
20130702_135652,14876,05
20130702_135652,8982,10
20130702_135652,8642,20
20130702_135652,15025,15
20130702_135652,13855,20
20130702_135704,27125,20
20130702_135704,56210,20
20130702_135652,8354,20
20130702_135652,16510,20
20130702_135652,14381,20
20130702_135652,13191,05
20130702_135704,16973,20
20130702_135652,10461,10
20130702_135704,35969,10
20130702_135704,16560,15
20130702_135652,9911,20
20130702_135652,11418,20
20130702_135704,88040,20
20130702_135652,12936,10
20130702_135652,8241,20
20130702_135652,15855,20
20130702_135652,17964,10
20130702_135704,18254,20
20130702_135704,38360,10
20130702_135704,47437,20
20130702_135652,16015,20
20130702_135652,10805,20
20130702_135652,15316,20
20130702_135652,18296,10
20130702_135652,1699,30
20130702_135652,8570,20
20130702_135704,15159,20
20130702_135704,14890,20
20130702_135704,30298,20
20130702_135704,47622,20
20130702_135704,8854,20
20130702_135652,15141,30
20130702_135652,1621,20
20130702_135704,23691,10
20130702_135652,16374,20
20130702_135652,11152,20
20130702_135704,5743,20
20130702_135704,47749,10
20130702_135652,11289,10
20130702_135652,17214,30
20130702_135652,9883,20
20130702_135652,16085,20
20130702_135704,3939,10
20130702_135652,14974,05
20130702_135704,16922,20
20130702_135704,50323,10
20130702_135652,7955,20
20130702_135652,14666,10
20130702_135704,4178,10
20130702_135652,12854,20
20130702_135652,13577,20
20130702_135652,9181,20
20130702_135652,15034,20
20130702_135704,20201,05
20130702_135652,16815,20
20130702_135652,9306,20
20130702_135704,7016,10
20130702_135652,10113,20
20130702_135652,1827,10
20130702_135652,832,10
20130702_135652,10730,20
20130702_135704,17169,20
20130702_135704,18211,20
20130702_135652,13024,30
20130702_135704,33016,20
20130702_135652,8633,20
20130702_135652,11796,20
20130702_135652,13538,20
20130702_135704,18859,20
20130702_135652,17170,20
20130702_135652,4449,20
20130702_135652,7892,20
20130702_135652,18096,20
20130702_135704,3092,20
20130702_135704,8860,20
20130702_135652,8951,20
20130702_135652,11874,20
20130702_135652,5008,20
20130702_135704,17398,20
20130702_135704,34424,10
20130702_135652,2371,10
20130702_135652,12445,20
20130702_135704,4747,20
20130702_135704,16217,20
20130702_135704,58764,20
20130702_135704,28028,20
20130702_135704,44480,20
20130702_135652,10835,10
20130702_135652,2994,20
20130702_135652,9362,20
20130702_135704,7012,10
20130702_135652,15006,20
20130702_135652,18249,10
20130702_135704,58057,20
20130702_135652,7163,20
20130702_135704,30533,20
20130702_135652,16168,20
20130702_135652,12289,05
20130702_135652,11423,20
20130702_135704,7363,20
20130702_135704,24872,20
20130702_135704,7827,20
20130702_135652,2565,10
20130702_135652,12549,10
20130702_135652,400,20
20130702_135704,5501,20
20130702_135652,3880,10
20130702_135704,5732,20
20130702_135704,3467,20
20130702_135652,14501,10
20130702_135652,17087,20
20130702_135652,14622,20
20130702_135704,7522,20
20130702_135652,17813,10
20130702_135652,2985,20
20130702_135652,12553,10
20130702_135652,17373,20
20130702_135704,49127,10
20130702_135652,8379,20
20130702_135704,16433,15
20130702_135704,4540,20
20130702_135652,17280,10
20130702_135704,20177,05
20130702_135652,18261,10
20130702_135652,7527,20
20130702_135704,14631,20
20130702_135652,12930,20
20130702_135652,13928,20
20130702_135704,10556,20
20130702_135652,1020,20
20130702_135652,14310,20
20130702_135652,9848,20
